,orth,base,ctag,chunk
15514,.,.,interp,892
15515,Amatorskie,amatorski,adj:sg:nom:n:pos,893
15516,opowiadania,opowiadanie,subst:sg:gen:n,893
15517,czy,czy,conj,893
15518,filmy,film,subst:pl:nom:m3,893
15519,nie,nie,conj,893
15520,są,być,fin:pl:ter:imperf,893
15521,wynalazkiem,wynalazek,subst:sg:inst:m3,893
15522,ostatnich,ostatni,subst:pl:gen:m1,893
15523,lat,lato,subst:pl:gen:n,893
15524,.,.,interp,893
15525,Jednak,jednak,conj,894
15526,do,do,prep:gen,894
15527,niedawna,niedawny,adj:sg:nom:f:pos,894
15528,dystrybucja,dystrybucja,subst:sg:nom:f,894
15529,wytworów,wytwór,subst:pl:gen:m3,894
15530,fanów,fan,subst:pl:gen:m1,894
15531,była,była,subst:sg:nom:f,894
15532,ograniczona,ograniczony,adj:sg:nom:f:pos,894
15533,do,do,prep:gen,894
15534,kręgu,krąg,subst:sg:gen:m3,894
15535,kręgu,kręg,subst:sg:gen:m3,894
15536,znajomych,znajoma,subst:pl:gen:f,894
15537,i,i,conj,894
15538,rodziny,rodzina,subst:sg:gen:f,894
15539,.,.,interp,894
15540,Za,za,qub,895
15541,sprawą,sprawa,subst:sg:inst:f,895
15542,Internetu,Internet,subst:sg:gen:m3,895
15543,Internetu,internet,subst:sg:gen:m3,895
15544,pojawiły,pojawić,praet:pl:m2:perf,895
15545,się,się,qub,895
15546,możliwości,możliwości,subst:pl:nom:n,895
15547,niemal,niemal,qub,895
15548,darmowego,darmowy,adj:sg:gen:m1:pos,895
15549,dotarcia,dotrzeć,ger:sg:gen:n:perf:aff,895
15550,do,do,prep:gen,895
15551,milionów,milion,subst:pl:gen:m3,895
15552,odbiorców,odbiorca,subst:pl:gen:m1,895
15553,.,.,interp,895
15554,A,a,conj,896
15555,jeśli,jeśli,comp,896
15556,amatorski,amatorski,adj:sg:nom:m1:pos,896
15557,produkt,produkt,subst:sg:nom:m3,896
15558,zdobędzie,zdobyć,fin:sg:ter:perf,896
15559,popularność,popularność,subst:sg:nom:f,896
15560,w,w,prep:acc:nwok,896
15561,Internecie,Internet,subst:sg:loc:m3,896
15562,Internecie,internet,subst:sg:loc:m3,896
15563,",",",",interp,896
15564,zapewne,zapewne,qub,896
15565,zainteresują,zainteresować,fin:pl:ter:perf,896
15566,się,się,qub,896
15567,nim,nim,comp,896
15568,profesjonalne,profesjonalny,adj:sg:nom:n:pos,896
15569,firmy,firma,subst:sg:gen:f,896
15570,.,.,interp,896
15571,Choć,choć,comp,897
15572,liczba,liczba,subst:sg:nom:f,897
15573,twórców,twórca,subst:pl:gen:m1,897
15574,-,-,interp,897
15575,amatorów,amator,subst:pl:gen:m1,897
15576,jest,być,fin:sg:ter:imperf,897
15577,gigantyczna,gigantyczny,adj:sg:nom:f:pos,897
15578,i,i,conj,897
15579,szanse,szansa,subst:pl:nom:f,897
15580,sukcesu,sukces,subst:sg:gen:m3,897
15581,nikłe,nikły,adj:sg:nom:n:pos,897
15582,",",",",interp,897
15583,podobne,podobny,adj:sg:nom:n:pos,897
15584,historie,historia,subst:pl:nom:f,897
15585,pełnią,pełnia,subst:sg:inst:f,897
15586,dziś,dziś,adv:pos,897
15587,funkcję,funkcja,subst:sg:acc:f,897
15588,mitu,mit,subst:sg:gen:m3,897
15589,"""","""",interp,897
15590,od,od,prep:gen:nwok,897
15591,pucybuta,pucybut,subst:sg:gen:m1,897
15592,do,do,prep:gen,897
15593,milionera,milioner,subst:sg:gen:m1,897
15594,"""","""",interp,897
15595,.,.,interp,897
15596,Nie,nie,conj,898
15597,można,można,pred,898
15598,więc,więc,conj,898
15599,dłużej,długo,adv:pos,898
15600,utrzymać,utrzymać,inf:perf,898
15601,tezy,teza,subst:sg:gen:f,898
15602,",",",",interp,898
15603,że,że,comp,898
15604,dogłębna,dogłębny,adj:sg:nom:f:pos,898
15605,wiedza,wiedza,subst:sg:nom:f,898
15606,na,na,prep:acc,898
15607,temat,temat,subst:sg:nom:m3,898
15608,popkultury,popkultura,subst:sg:gen:f,898
15609,nie,nie,conj,898
15610,ma,mój,adj:sg:nom:f:pos,898
15611,takiej,taki,adj:sg:gen:f:pos,898
15612,wartości,wartość,subst:sg:gen:f,898
15613,ekonomicznej,ekonomiczny,adj:sg:gen:f:pos,898
15614,jak,jak,conj,898
15615,wiedza,wiedza,subst:sg:nom:f,898
15616,o,o,prep:acc,898
15617,kulturze,kultura,subst:sg:dat:f,898
15618,wysokiej,wysoki,adj:sg:gen:f:pos,898
15619,.,.,interp,898
15620,O,o,prep:acc,899
15621,tym,tym,conj,899
15622,",",",",interp,899
15623,że,że,comp,899
15624,egzystencja,egzystencja,subst:sg:nom:f,899
15625,bohaterów,bohater,subst:pl:gen:m1,899
15626,Smitha,Smith,subst:sg:gen:m1,899
15627,ma,mój,adj:sg:nom:f:pos,899
15628,komercyjny,komercyjny,adj:sg:nom:m1:pos,899
15629,potencjał,potencjał,subst:sg:nom:m3,899
15630,",",",",interp,899
15631,przekonał,przekonać,praet:sg:m1:perf,899
15632,już,już,qub,899
15633,jego,on,ppron3:sg:gen:m1:ter:akc:npraep,899
15634,wcześniejszy,wczesny,adj:sg:nom:m1:com,899
15635,film,film,subst:sg:nom:m3,899
15636,"""","""",interp,899
15637,Jay,Jay,ign,899
15638,i,i,conj,899
15639,Cichy,Cichy,subst:sg:nom:m1,899
15640,Bob,Bob,subst:sg:nom:m1,899
15641,kontratakują,kontratakować,fin:pl:ter:imperf,899
15642,"""","""",interp,899
15643,",",",",interp,899
15644,w,w,prep:acc:nwok,899
15645,którym,który,adj:sg:inst:m1:pos,899
15646,tytułowe,tytułowy,adj:sg:nom:n:pos,899
15647,postaci,postać,subst:sg:gen:f,899
15648,jadą,jechać,fin:pl:ter:imperf,899
15649,do,do,prep:gen,899
15650,Hollywood,Hollywood,subst:sg:nom:m3,899
15651,upomnieć,upomnieć,inf:perf,899
15652,się,się,qub,899
15653,o,o,prep:acc,899
15654,honorarium,honorarium,subst:sg:nom:n,899
15655,u,u,prep:gen,899
15656,producenta,producent,subst:sg:gen:m1,899
15657,filmu,film,subst:sg:gen:m3,899
15658,kopiującego,kopiować,pact:sg:gen:m1:imperf:aff,899
15659,ich,on,ppron3:pl:gen:m1:ter:akc:npraep,899
15660,przygody,przygoda,subst:sg:gen:f,899
15661,.,.,interp,899
15662,A,a,conj,900
15663,przecież,przecież,qub,900
15664,najsilniejsza,silny,adj:sg:nom:f:sup,900
15665,w,w,prep:acc:nwok,900
15666,parlamencie,parlament,subst:sg:loc:m3,900
15667,opozycja,opozycja,subst:sg:nom:f,900
15668,będzie,być,bedzie:sg:ter:imperf,900
15669,bez,bez,prep:gen:nwok,900
15670,przerwy,przerwa,subst:sg:gen:f,900
15671,mówiła,mówić,praet:sg:f:imperf,900
15672,",",",",interp,900
15673,jak,jak,conj,900
15674,nowi,nowy,subst:pl:nom:m1,900
15675,psują,psować,fin:pl:ter:imperf,900
15676,psują,psuć,fin:pl:ter:imperf,900
15677,to,to,conj,900
15678,",",",",interp,900
15679,co,co,comp,900
15680,PiS,PiS,subst:sg:nom:m3,900
15681,zrobił,zrobić,praet:sg:m1:perf,900
15682,fantastycznie,fantastycznie,adv:pos,900
15683,",",",",interp,900
15684,a,a,conj,900
15685,jeśli,jeśli,comp,900
15686,nie,nie,conj,900
15687,zrobił,zrobić,praet:sg:m1:perf,900
15688,",",",",interp,900
15689,to,to,conj,900
15690,dlatego,dlatego,adv:pos,900
15691,",",",",interp,900
15692,że,że,comp,900
15693,nie,nie,conj,900
15694,zdążył,zdążyć,praet:sg:m1:perf,900
15695,",",",",interp,900
15696,i,i,conj,900
15697,teraz,teraz,adv:pos,900
15698,jest,być,fin:sg:ter:imperf,900
15699,okazja,okazja,subst:sg:nom:f,900
15700,",",",",interp,900
15701,by,by,comp,900
15702,sprawy,sprawa,subst:sg:gen:f,900
15703,mógł,móc,praet:sg:m1:imperf:nagl,900
15704,dokończyć,dokończyć,inf:perf,900
15705,rząd,rząd,subst:sg:nom:m3,900
15706,Tuska,Tusk,subst:sg:gen:m1,900
15707,.,.,interp,900
15708,To,to,conj,901
15709,będzie,być,bedzie:sg:ter:imperf,901
15710,wykładnia,wykładnia,subst:sg:nom:f,901
15711,",",",",interp,901
15712,wedle,wedle,prep:gen,901
15713,której,który,adj:sg:gen:f:pos,901
15714,premier,premier,subst:sg:nom:m1,901
15715,będzie,być,bedzie:sg:ter:imperf,901
15716,rozliczany,rozliczać,ppas:sg:nom:m1:imperf:aff,901
15717,z,z,prep:gen:nwok,901
15718,tego,to,subst:sg:gen:n,901
15719,",",",",interp,901
15720,w,w,prep:acc:nwok,901
15721,jakim,jaki,adj:sg:inst:m1:pos,901
15722,zakresie,zakres,subst:sg:loc:m3,901
15723,realizuje,realizować,fin:sg:ter:imperf,901
15724,plan,plan,subst:sg:nom:m3,901
15725,PiS,PiS,subst:sg:nom:m3,901
15726,.,.,interp,901
15727,By,by,comp,902
15728,uniknąć,uniknąć,inf:perf,902
15729,pułapki,pułapka,subst:sg:gen:f,902
15730,",",",",interp,902
15731,trzeba,trzeba,pred,902
15732,wyraźnie,wyraźnie,adv:pos,902
15733,określić,określić,inf:perf,902
15734,swoje,swoje,subst:sg:nom:n,902
15735,parametry,parametr,subst:pl:nom:m3,902
15736,i,i,conj,902
15737,dobitnie,dobitnie,adv:pos,902
15738,powiedzieć,powiedzieć,inf:perf,902
15739,",",",",interp,902
15740,gdzie,gdzie,adv:pos,902
15741,są,być,fin:pl:ter:imperf,902
15742,różnice,różnica,subst:pl:nom:f,902
15743,między,między,prep:acc,902
15744,PO,po,prep:acc,902
15745,i,i,conj,902
15746,PiS,PiS,subst:sg:nom:m3,902
15747,i,i,conj,902
15748,na,na,prep:acc,902
15749,czym,czym,conj,902
15750,polegają,polegać,fin:pl:ter:imperf,902
15751,odmienności,odmienność,subst:sg:gen:f,902
15752,.,.,interp,902
15753,Po,po,prep:acc,903
15754,tamtych,tamten,adj:pl:gen:m1:pos,903
15755,rządach,rząd,subst:pl:loc:m3,903
15756,nie,nie,conj,903
15757,można,można,pred,903
15758,tak,tak,adv:pos,903
15759,po,po,prep:acc,903
15760,prostu,prosty,adjp,903
15761,przystąpić,przystąpić,inf:perf,903
15762,do,do,prep:gen,903
15763,normalnego,normalny,subst:sg:gen:m3,903
15764,",",",",interp,903
15765,rutynowego,rutynowy,adj:sg:gen:m1:pos,903
15766,rządzenia,rządzić,ger:sg:gen:n:imperf:aff,903
15767,.,.,interp,903
15768,Hasło,hasło,subst:sg:nom:n,904
15769,wyborcze,wyborczy,adj:sg:nom:n:pos,904
15770,Donalda,Donald,subst:sg:gen:m1,904
15771,Tuska,Tusk,subst:sg:gen:m1,904
15772,o,o,prep:acc,904
15773,powrocie,powrót,subst:sg:loc:m3,904
15774,do,do,prep:gen,904
15775,normalności,normalność,subst:sg:gen:f,904
15776,",",",",interp,904
15777,tak,tak,adv:pos,904
15778,dobrze,dobrze,adv:pos,904
15779,przyjęte,przyjęty,depr:pl:nom:m2,904
15780,przez,przez,prep:acc:nwok,904
15781,wyborców,wyborca,subst:pl:gen:m1,904
15782,",",",",interp,904
15783,teraz,teraz,adv:pos,904
15784,powinno,powinien,winien:sg:n:imperf,904
15785,zostać,zostać,inf:perf,904
15786,przemienione,przemienić,ppas:sg:nom:n:perf:aff,904
15787,w,w,prep:acc:nwok,904
15788,program,program,subst:sg:nom:m3,904
15789,",",",",interp,904
15790,w,w,prep:acc:nwok,904
15791,zbiór,zbiór,subst:sg:nom:m3,904
15792,idei,idea,subst:sg:gen:f,904
15793,i,i,conj,904
15794,praktyk,praktyk,subst:sg:nom:m1,904
15795,",",",",interp,904
15796,które,który,adj:sg:nom:n:pos,904
15797,będą,być,bedzie:pl:ter:imperf,904
15798,prawdziwym,prawdziwy,adj:sg:inst:m1:pos,904
15799,dorobkiem,dorobek,subst:sg:inst:m3,904
15800,nauk,nauka,subst:pl:gen:f,904
15801,(,(,interp,904
15802,nauczek,nauczka,subst:pl:gen:f,904
15803,),),interp,904
15804,powziętych,powziąć,ppas:pl:gen:m1:perf:aff,904
15805,w,w,prep:acc:nwok,904
15806,ciągu,ciąg,subst:sg:gen:m3,904
15807,ostatnich,ostatni,subst:pl:gen:m1,904
15808,dwóch,dwa,num:pl:nom:m1:rec,904
15809,dwóch,dwa,num:pl:nom:m1:rec,904
15810,dwóch,dwa,num:pl:nom:m1:rec,904
15811,dwóch,dwa,num:pl:nom:m1:rec,904
15812,dwóch,dwa,num:pl:nom:m1:rec,904
15813,dwóch,dwa,num:pl:nom:m1:rec,904
15814,dwóch,dwa,num:pl:nom:m1:rec,904
15815,dwóch,dwa,num:pl:nom:m1:rec,904
15816,dwóch,dwa,num:pl:nom:m1:rec,904
15817,dwóch,dwa,num:pl:nom:m1:rec,904
15818,dwóch,dwa,num:pl:nom:m1:rec,904
15819,dwóch,dwa,num:pl:nom:m1:rec,904
15820,dwóch,dwa,num:pl:nom:m1:rec,904
15821,lat,lato,subst:pl:gen:n,904
15822,.,.,interp,904
15823,Boimy,bać,fin:pl:pri:imperf,905
15824,się,się,qub,905
15825,",",",",interp,905
15826,że,że,comp,905
15827,zaatakują,zaatakować,fin:pl:ter:perf,905
15828,nas,my,ppron12:pl:gen:m1:pri,905
15829,bakterie,bakteria,subst:pl:nom:f,905
15830,",",",",interp,905
15831,że,że,comp,905
15832,coś,coś,qub,905
15833,nam,my,ppron12:pl:dat:m1:pri,905
15834,spadnie,spaść,fin:sg:ter:perf,905
15835,na,na,prep:acc,905
15836,głowę,głowa,subst:sg:acc:f,905
15837,albo,albo,conj,905
15838,dostaniemy,dostać,fin:pl:pri:perf,905
15839,ataku,atak,subst:sg:gen:m3,905
15840,serca,serce,subst:sg:gen:n,905
15841,i,i,conj,905
15842,lekarze,lekarz,subst:pl:nom:m1,905
15843,nie,nie,conj,905
15844,zdążą,zdążyć,fin:pl:ter:perf,905
15845,.,.,interp,905
15846,Przeżywamy,przeżywać,fin:pl:pri:imperf,906
15847,wszechogarniający,wszechogarniający,adj:sg:nom:m1:pos,906
15848,lęk,lęk,subst:sg:nom:m3,906
15849,",",",",interp,906
15850,który,który,adj:sg:nom:m1:pos,906
15851,paraliżuje,paraliżować,fin:sg:ter:imperf,906
15852,życie,życie,subst:sg:nom:n,906
15853,.,.,interp,906
15854,Ale,ale,conj,907
15855,co,co,comp,907
15856,jest,być,fin:sg:ter:imperf,907
15857,warte,wart,adj:sg:nom:n:pos,907
15858,życie,życie,subst:sg:nom:n,907
15859,",",",",interp,907
15860,które,który,adj:sg:nom:n:pos,907
15861,ma,mój,adj:sg:nom:f:pos,907
15862,służyć,służyć,inf:imperf,907
15863,wyłącznie,wyłącznie,adv:pos,907
15864,temu,temu,prep:acc,907
15865,",",",",interp,907
15866,żeby,żeby,comp,907
15867,przeżyć,przeżyć,inf:perf,907
15868,albo,albo,conj,907
15869,żeby,żeby,comp,907
15870,je,on,ppron3:sg:acc:n:ter:akc:npraep,907
15871,bez,bez,prep:gen:nwok,907
15872,umiaru,umiar,subst:sg:gen:m3,907
15873,przedłużać,przedłużać,inf:imperf,907
15874,.,.,interp,907
15875,I,i,conj,908
15876,tak,tak,adv:pos,908
15877,nie,nie,conj,908
15878,da,dać,fin:sg:ter:perf,908
15879,się,się,qub,908
15880,oszukać,oszukać,inf:perf,908
15881,śmierci,śmierć,subst:sg:gen:f,908
15882,-,-,interp,908
15883,to,to,conj,908
15884,ciało,ciało,subst:sg:nom:n,908
15885,w,w,prep:acc:nwok,908
15886,końcu,koniec,subst:sg:loc:m3,908
15887,umrze,umrzeć,fin:sg:ter:perf,908
15888,.,.,interp,908
15889,Nasze,nasze,subst:sg:nom:n,909
15890,życie,życie,subst:sg:nom:n,909
15891,nie,nie,conj,909
15892,może,może,qub,909
15893,się,się,qub,909
15894,sprowadzać,sprowadzać,inf:imperf,909
15895,do,do,prep:gen,909
15896,chronienia,chronienie,subst:sg:gen:n,909
15897,i,i,conj,909
15898,upiększania,upiększać,ger:sg:gen:n:imperf:aff,909
15899,ciała,ciało,subst:sg:gen:n,909
15900,",",",",interp,909
15901,żeby,żeby,comp,909
15902,się,się,qub,909
15903,nie,nie,conj,909
15904,uszkodziło,uszkodzić,praet:sg:n:perf,909
15905,",",",",interp,909
15906,nie,nie,conj,909
15907,naraziło,narazić,praet:sg:n:perf,909
15908,na,na,prep:acc,909
15909,żadne,żaden,adj:sg:nom:n:pos,909
15910,niebezpieczeństwo,niebezpieczeństwo,subst:sg:nom:n,909
15911,i,i,conj,909
15912,żeby,żeby,comp,909
15913,zawsze,zawsze,adv:pos,909
15914,było,być,praet:sg:n:imperf,909
15915,mu,on,ppron3:sg:dat:m1:ter:nakc:npraep,909
15916,miło,miło,adv:pos,909
15917,i,i,conj,909
15918,przyjemnie,przyjemnie,adv:pos,909
15919,",",",",interp,909
15920,i,i,conj,909
15921,żeby,żeby,comp,909
15922,robiło,robić,praet:sg:n:imperf,909
15923,wrażenie,wrażenie,subst:sg:nom:n,909
15924,na,na,prep:acc,909
15925,innych,inny,subst:pl:gen:m1,909
15926,.,.,interp,909
15927,Jeśli,jeśli,comp,910
15928,tak,tak,adv:pos,910
15929,będziemy,być,bedzie:pl:pri:imperf,910
15930,żyć,żyć,inf:imperf,910
15931,",",",",interp,910
15932,to,to,conj,910
15933,ciało,ciało,subst:sg:nom:n,910
15934,zajmie,zajem,subst:sg:loc:m3,910
15935,miejsce,miejsce,subst:sg:nom:n,910
15936,Boga,bóg,subst:sg:gen:m1,910
15937,",",",",interp,910
15938,miejsce,miejsce,subst:sg:nom:n,910
15939,Ducha,duch,subst:sg:gen:m2,910
15940,.,.,interp,910
15941,Uważne,uważny,adj:sg:nom:n:pos,911
15942,",",",",interp,911
15943,odważne,odważny,adj:sg:nom:n:pos,911
15944,i,i,conj,911
15945,w,w,prep:acc:nwok,911
15946,pełni,pełnia,subst:sg:gen:f,911
15947,zaangażowane,zaangażować,ppas:sg:nom:n:perf:aff,911
15948,życie,życie,subst:sg:nom:n,911
15949,",",",",interp,911
15950,w,w,prep:acc:nwok,911
15951,którym,który,adj:sg:inst:m1:pos,911
15952,w,w,prep:acc:nwok,911
15953,każdej,każdy,adj:sg:gen:f:pos,911
15954,chwili,chwila,subst:sg:gen:f,911
15955,umieramy,umierać,fin:pl:pri:imperf,911
15956,",",",",interp,911
15957,uwalnia,uwalniać,fin:sg:ter:imperf,911
15958,nas,my,ppron12:pl:gen:m1:pri,911
15959,od,od,prep:gen:nwok,911
15960,lęku,lęk,subst:sg:gen:m3,911
15961,przed,przed,prep:acc:nwok,911
15962,śmiercią,śmierć,subst:sg:inst:f,911
15963,.,.,interp,911
15964,Daje,dawać,fin:sg:ter:imperf,912
15965,nam,my,ppron12:pl:dat:m1:pri,912
15966,wolność,wolność,subst:sg:nom:f,912
15967,.,.,interp,912
15968,Zły,zły,subst:sg:nom:m1,913
15969,",",",",interp,913
15970,że,że,comp,913
15971,dał,dać,praet:sg:m1:perf,913
15972,się,się,qub,913
15973,zaskoczyć,zaskoczyć,inf:perf,913
15974,gościowi,gość,subst:sg:dat:m1,913
15975,",",",",interp,913
15976,starał,starać,praet:sg:m1:imperf,913
15977,się,się,qub,913
15978,jak,jak,conj,913
15979,najszybciej,szybko,adv:pos,913
15980,przejść,przejść,inf:perf,913
15981,do,do,prep:gen,913
15982,salonu,salon,subst:sg:gen:m3,913
15983,.,.,interp,913
15984,O,o,prep:acc,914
15985,tym,tym,conj,914
15986,",",",",interp,914
15987,że,że,comp,914
15988,był,być,praet:sg:m1:imperf,914
15989,to,to,conj,914
15990,jeden,jeden,subst:sg:nom:m2,914
15991,ze,z,prep:gen:wok,914
15992,środków,środek,subst:pl:gen:m3,914
15993,",",",",interp,914
15994,który,który,adj:sg:nom:m1:pos,914
15995,pomagał,pomagać,praet:sg:m1:imperf,914
15996,mu,on,ppron3:sg:dat:m1:ter:nakc:npraep,914
15997,wrócić,wrócić,inf:perf,914
15998,psychicznie,psychicznie,adv:pos,914
15999,między,między,prep:acc,914
16000,żywych,żywy,adj:pl:gen:m1:pos,914
16001,po,po,prep:acc,914
16002,wypadku,wypadek,subst:sg:gen:m3,914
16003,",",",",interp,914
16004,w,w,prep:acc:nwok,914
16005,którym,który,adj:sg:inst:m1:pos,914
16006,zginęła,zginąć,praet:sg:f:perf,914
16007,żona,żona,subst:sg:nom:f,914
16008,",",",",interp,914
16009,a,a,conj,914
16010,jego,on,ppron3:sg:gen:m1:ter:akc:npraep,914
16011,prawie,prawie,qub,914
16012,sparaliżowało,sparaliżować,praet:sg:n:perf,914
16013,-,-,interp,914
16014,już,już,qub,914
16015,nie,nie,conj,914
16016,wspomniał,wspomnieć,praet:sg:m1:perf,914
16017,.,.,interp,914
16018,Wcisnął,wcisnąć,praet:sg:m1:perf,915
16019,się,się,qub,915
16020,w,w,prep:acc:nwok,915
16021,specjalny,specjalny,adj:sg:nom:m1:pos,915
16022,fotel,fotel,subst:sg:nom:m3,915
16023,i,i,conj,915
16024,ściągnął,ściągnąć,praet:sg:m1:perf,915
16025,górę,góra,subst:sg:acc:f,915
16026,od,od,prep:gen:nwok,915
16027,piżamy,piżama,subst:sg:gen:f,915
16028,.,.,interp,915
16029,Lekarz,lekarz,subst:sg:nom:m1,916
16030,osłuchał,osłuchać,praet:sg:m1:perf,916
16031,płuca,płuco,subst:sg:gen:n,916
16032,i,i,conj,916
16033,serce,serce,subst:sg:nom:n,916
16034,.,.,interp,916
16035,Zmierzył,zmierzyć,praet:sg:m1:perf,917
16036,ciśnienie,ciśnienie,subst:sg:nom:n,917
16037,.,.,interp,917
16038,-,-,interp,918
16039,Pan,Pan,subst:sg:nom:m1,918
16040,Pan,pan,subst:sg:nom:m1,918
16041,ćwiczy,ćwiczyć,fin:sg:ter:imperf,918
16042,.,.,interp,918
16043,Jestem,być,fin:sg:pri:imperf,919
16044,pod,pod,prep:acc:nwok,919
16045,wrażeniem,wrażenie,subst:sg:inst:n,919
16046,-,-,interp,919
16047,pokiwał,pokiwać,praet:sg:m1:perf,919
16048,ze,z,prep:gen:wok,919
16049,zdumieniem,zdumienie,subst:sg:inst:n,919
16050,głową,głowa,subst:sg:inst:f,919
16051,.,.,interp,919
16052,-,-,interp,920
16053,Gdyby,gdyby,comp,920
16054,wszyscy,wszyscy,subst:pl:nom:m1,920
16055,chorzy,chory,subst:pl:nom:m1,920
16056,mieli,mieć,praet:pl:m1:imperf,920
16057,takie,taki,adj:sg:nom:n:pos,920
16058,możliwości,możliwości,subst:pl:nom:n,920
16059,.,.,interp,920
16060,.,.,interp,920
16061,.,.,interp,920
16062,-,-,interp,921
16063,Taaak,Taaak,ign,921
16064,-,-,interp,921
16065,mruknął,mruknąć,praet:sg:m1:perf,921
16066,tylko,tylko,conj,921
16067,w,w,prep:acc:nwok,921
16068,odpowiedzi,odpowiedź,subst:sg:gen:f,921
16069,-,-,interp,921
16070,poza,poza,prep:acc,921
16071,tym,tym,conj,921
16072,zagląda,zaglądać,fin:sg:ter:imperf,921
16073,do,do,prep:gen,921
16074,mnie,ja,ppron12:sg:gen:m1:pri:akc,921
16075,masażysta,masażysta,subst:sg:nom:m1,921
16076,-,-,interp,921
16077,cztery,cztery,num:pl:nom:m1:rec,921
16078,cztery,cztery,num:pl:nom:m1:rec,921
16079,cztery,cztery,num:pl:nom:m1:rec,921
16080,cztery,cztery,num:pl:nom:m1:rec,921
16081,cztery,cztery,num:pl:nom:m1:rec,921
16082,cztery,cztery,num:pl:nom:m1:rec,921
16083,cztery,cztery,num:pl:nom:m1:rec,921
16084,cztery,cztery,num:pl:nom:m1:rec,921
16085,cztery,cztery,num:pl:nom:m1:rec,921
16086,cztery,cztery,num:pl:nom:m1:rec,921
16087,cztery,cztery,num:pl:nom:m1:rec,921
16088,cztery,cztery,num:pl:nom:m1:rec,921
16089,razy,raz,subst:pl:nom:m3,921
16090,w,w,prep:acc:nwok,921
16091,tygodniu,tydzień,subst:sg:loc:m3,921
16092,.,.,interp,921
16093,W,w,prep:acc:nwok,922
16094,płatnym,płatny,adj:sg:inst:m1:pos,922
16095,",",",",interp,922
16096,cotygodniowym,cotygodniowy,adj:sg:inst:m1:pos,922
16097,felietonie,felieton,subst:sg:loc:m3,922
16098,publikowanym,publikować,ppas:sg:inst:m1:imperf:aff,922
16099,w,w,prep:acc:nwok,922
16100,lokalnym,lokalny,adj:sg:inst:m1:pos,922
16101,tygodniku,tygodnik,subst:sg:loc:m3,922
16102,",",",",interp,922
16103,posłanka,posłanek,subst:sg:gen:m1,922
16104,Bronisława,Bronisław,subst:sg:gen:m1,922
16105,Kowalska,Kowalska,subst:sg:nom:f,922
16106,zarzuciła,zarzucić,praet:sg:f:perf,922
16107,Tadeuszowi,Tadeusz,subst:sg:dat:m1,922
16108,Krzakowskiemu,Krzakowskiemu,ign,922
16109,",",",",interp,922
16110,prezydentowi,prezydent,subst:sg:dat:m1,922
16111,Legnicy,Legnica,subst:sg:gen:f,922
16112,",",",",interp,922
16113,że,że,comp,922
16114,„,„,interp,922
16115,cierpi,cierpieć,fin:sg:ter:imperf,922
16116,na,na,prep:acc,922
16117,szczególny,szczególny,adj:sg:nom:m1:pos,922
16118,rodzaj,rodzaj,subst:sg:nom:m3,922
16119,politycznej,polityczny,adj:sg:gen:f:pos,922
16120,amnezji,amnezja,subst:sg:gen:f,922
16121,i,i,conj,922
16122,nie,nie,conj,922
16123,może,może,qub,922
16124,przypomnieć,przypomnieć,inf:perf,922
16125,sobie,siebie,siebie:dat,922
16126,chociażby,chociażby,comp,922
16127,jednej,jeden,adj:sg:gen:f:pos,922
16128,sprawy,sprawa,subst:sg:gen:f,922
16129,załatwionej,załatwić,ppas:sg:gen:f:perf:aff,922
16130,przeze,przez,prep:acc:wok,922
16131,mnie,ja,ppron12:sg:gen:m1:pri:akc,922
16132,dla,dla,prep:gen,922
16133,Legnicy,Legnica,subst:sg:gen:f,922
16134,”,”,interp,922
16135,.,.,interp,922
16136,Kowalska,Kowalska,subst:sg:nom:f,923
16137,przypomina,przypominać,fin:sg:ter:imperf,923
16138,więc,więc,conj,923
16139,dwie,dwa,num:pl:nom:m1:rec,923
16140,dwie,dwa,num:pl:nom:m1:rec,923
16141,dwie,dwa,num:pl:nom:m1:rec,923
16142,",",",",interp,923
16143,które,który,adj:sg:nom:n:pos,923
16144,udało,udać,praet:sg:n:perf,923
16145,się,się,qub,923
16146,załatwić,załatwić,inf:perf,923
16147,–,–,interp,923
16148,jak,jak,conj,923
16149,twierdzi,twierdzić,fin:sg:ter:imperf,923
16150,–,–,interp,923
16151,dzięki,dzięki,prep:dat,923
16152,jej,on,ppron3:sg:gen:f:ter:akc:npraep,923
16153,interwencji,interwencja,subst:sg:gen:f,923
16154,.,.,interp,923
16155,Chodzi,chodzić,fin:sg:ter:imperf,924
16156,o,o,prep:acc,924
16157,zwiększenie,zwiększenie,subst:sg:nom:n,924
16158,subwencji,subwencja,subst:sg:gen:f,924
16159,oświatowej,oświatowy,adj:sg:gen:f:pos,924
16160,dla,dla,prep:gen,924
16161,Legnicy,Legnica,subst:sg:gen:f,924
16162,w,w,prep:acc:nwok,924
16163,roku,rok,subst:sg:gen:m3,924
16164,2002,2002,num:pl:nom:m1:rec,924
16165,i,i,conj,924
16166,2003,2003,num:pl:nom:m1:rec,924
16167,.,.,interp,924
16168,„,„,interp,924
16169,Informowała,informować,praet:sg:f:imperf,924
16170,nawet,nawet,qub,924
16171,o,o,prep:acc,924
16172,tym,tym,conj,924
16173,Pani,pani,subst:sg:nom:f,924
16174,Minister,minister,subst:sg:nom:m1,924
16175,Krystyna,Krystyn,subst:sg:gen:m1,924
16176,Łybacka,Łybacka,ign,924
